mean_noisy_spectrum_mae,mean_pred_spectrum_mae,aggregate_spectrum_mae_improvement_ratio,median_spectrum_mae_improvement_ratio,spectrum_improved_rate,mean_noisy_peak_error,mean_pred_peak_error,aggregate_peak_error_improvement_ratio,median_peak_error_improvement_ratio,peak_improved_rate,mean_clean_noise_floor,mean_pred_noise_floor,pred_to_clean_noise_floor_ratio,mean_pred_peak_keep_ratio,median_pred_peak_keep_ratio
383.13804498859594,20.75628911905159,0.9458255597674478,0.8929385075957319,0.905,293.361831799723,88.59848484682495,0.6979890522796068,0.321058273162781,0.58,56.853570433748025,50.96798434805973,0.8964781623953271,0.8643533110918773,0.8560190884840544
