mean_noisy_spectrum_mae,mean_pred_spectrum_mae,aggregate_spectrum_mae_improvement_ratio,median_spectrum_mae_improvement_ratio,spectrum_improved_rate,mean_noisy_peak_error,mean_pred_peak_error,aggregate_peak_error_improvement_ratio,median_peak_error_improvement_ratio,peak_improved_rate,mean_clean_noise_floor,mean_pred_noise_floor,pred_to_clean_noise_floor_ratio,mean_pred_peak_keep_ratio,median_pred_peak_keep_ratio,valid_label_peak_sample_count,valid_label_peak_sample_rate,mean_label_peak_clean_mean,mean_label_peak_noisy_mean,mean_label_peak_pred_mean,aggregate_label_pred_peak_keep_ratio,mean_label_pred_peak_keep_ratio,median_label_pred_peak_keep_ratio,aggregate_label_noisy_peak_keep_ratio,mean_label_noisy_peak_keep_ratio,mean_label_peak_error_noisy,mean_label_peak_error_pred,mean_label_peak_error_improvement,label_peak_error_improved_rate
383.13804498859594,90.95704802973141,0.7625998012480365,0.7418920649942029,0.905,293.361831799723,93.20689559709999,0.6822800872721166,0.3204899107706717,0.755,56.853570433748025,120.42887693604298,2.1182289171509434,1.3665866314382604,0.9753517205855037,200,1.0,743.8704107537037,953.2076310256223,727.197582862734,0.97758638110894,0.9784322539687058,0.9886703569407715,1.2814162483755929,1.2758334866399497,284.7572725616781,77.68096650295028,207.07630605872782,0.76
