mean_noisy_spectrum_mae,mean_pred_spectrum_mae,aggregate_spectrum_mae_improvement_ratio,median_spectrum_mae_improvement_ratio,spectrum_improved_rate,mean_noisy_peak_error,mean_pred_peak_error,aggregate_peak_error_improvement_ratio,median_peak_error_improvement_ratio,peak_improved_rate,mean_clean_noise_floor,mean_pred_noise_floor,pred_to_clean_noise_floor_ratio,mean_pred_peak_keep_ratio,median_pred_peak_keep_ratio,valid_label_peak_sample_count,valid_label_peak_sample_rate,mean_label_peak_clean_mean,mean_label_peak_noisy_mean,mean_label_peak_pred_mean,aggregate_label_pred_peak_keep_ratio,mean_label_pred_peak_keep_ratio,median_label_pred_peak_keep_ratio,aggregate_label_noisy_peak_keep_ratio,mean_label_noisy_peak_keep_ratio,mean_label_peak_error_noisy,mean_label_peak_error_pred,mean_label_peak_error_improvement,label_peak_error_improved_rate
383.13804498859594,29.273465594486495,0.9235955134777655,0.8953382160636653,0.96,293.361831799723,59.759360101479494,0.7962946995017505,0.3435725736355164,0.8,56.853570433748025,60.087057782881764,1.0568739539920673,1.0393980555406557,0.9458179486715739,200,1.0,743.8704107537037,953.2076310256223,695.7800922645101,0.9353512146820472,0.9394019353672863,0.948622298202267,1.2814162483755929,1.2758334866399497,284.7572725616781,64.59440546529667,220.1628670963814,0.815
