mean_noisy_spectrum_mae,mean_pred_spectrum_mae,aggregate_spectrum_mae_improvement_ratio,median_spectrum_mae_improvement_ratio,spectrum_improved_rate,mean_noisy_peak_error,mean_pred_peak_error,aggregate_peak_error_improvement_ratio,median_peak_error_improvement_ratio,peak_improved_rate,mean_clean_noise_floor,mean_pred_noise_floor,pred_to_clean_noise_floor_ratio,mean_pred_peak_keep_ratio,median_pred_peak_keep_ratio,valid_label_peak_sample_count,valid_label_peak_sample_rate,mean_label_peak_clean_mean,mean_label_peak_noisy_mean,mean_label_peak_pred_mean,aggregate_label_pred_peak_keep_ratio,mean_label_pred_peak_keep_ratio,median_label_pred_peak_keep_ratio,aggregate_label_noisy_peak_keep_ratio,mean_label_noisy_peak_keep_ratio,mean_label_peak_error_noisy,mean_label_peak_error_pred,mean_label_peak_error_improvement,label_peak_error_improved_rate
383.13804498859594,23.153071191917032,0.9395698978612104,0.8270487075305788,0.81,293.361831799723,55.41929792447798,0.8110889286977437,0.5645712081661227,0.665,56.853570433748025,59.463500880869354,1.0459061836786963,0.9967517685184132,0.9519215775788611,200,1.0,743.8704107537037,953.2076310256223,708.9501999740659,0.9530560561694394,0.9583678577136182,0.9583213370900028,1.2814162483755929,1.2758334866399497,284.7572725616781,61.29363257888005,223.46363998279804,0.665
