sample_id,mask_ratio,high_interference_coverage,target_mask_overlap_ratio,mask_in_noisy_mae,mask_out_noisy_mae,mask_in_v11_mae,mask_out_v11_mae,mask_in_v12_mae,mask_out_v12_mae
210,0.14035560344827586,1.0,0.13793103448275862,13.613338937730637,0.026966682233071308,0.18977635523064626,0.040784740690342144,0.7457025318355862,0.02696668747951429
1485,0.13483297413793102,0.9798115746971736,0.15517241379310345,10.736833191836025,0.07399315614365884,0.8462548488553318,0.1822685591660365,0.7189383447278267,0.0739931789661348
145,0.12769396551724138,0.971736204576043,0.041379310344827586,0.691548867670154,0.0033122603913392262,0.09814554645472313,0.01655720991574871,0.08065097517393413,0.0033122634463284987
331,0.11341594827586207,0.8223418573351279,0.0017241379310344827,0.06332706192063656,0.0017765759343667553,0.013507156167510852,0.01088185102489897,0.016020815550769025,0.001776576724483586
88,0.13739224137931033,0.9973082099596231,0.10574712643678161,1.0272790826434617,0.00258336956194266,0.049801892500423314,0.013432487550545904,0.05494629743879036,0.0025833712560658258
1242,0.10358297413793104,0.8586810228802153,0.10804597701149425,4.354687644285879,0.0678123433840091,0.8142878831593907,0.20796032313227608,0.5841831703807999,0.06781236952915289
1278,0.1392780172413793,0.9973082099596231,0.13620689655172413,14.007254312901344,0.05450040283188636,0.10116173299354167,0.0185980891718634,0.9646707193525702,0.05450040377689347
1603,0.1328125,0.9851951547779273,0.10574712643678161,2.2529720998851155,0.016151731668421817,0.03402411541454091,0.013064084237108335,0.14446758375889285,0.0161517324350596
63,0.13294719827586207,0.9676985195154778,0.11724137931034483,4.481965171502369,0.04109157876783188,0.07039248876877367,0.01761918723349091,0.23323403855756428,0.04109158045018611
875,0.1306573275862069,0.9636608344549125,0.13793103448275862,3.4116004689426584,0.026990221466290355,0.5403176509303074,0.13529631557833738,0.4055736336976446,0.026990235756799378
527,0.14345366379310345,0.9959623149394348,0.05172413793103448,0.19110322683475048,0.0024093572482352782,0.01711620451531762,0.008973888801120593,0.015396108582879512,0.002409357709134753
807,0.09698275862068965,0.8371467025572006,0.006896551724137931,0.05157305116854188,0.0010884339808989155,0.014702318323400031,0.008669030068229501,0.021586474865107088,0.0010884345874630857
155,0.1671605603448276,1.0,0.13793103448275862,3.8238028597872873,0.04050527325250997,0.03601295467645543,0.01725861633334586,0.1996833597104548,0.040505273766087965
1755,0.013335129310344827,0.006729475100942127,0.0,0.0,0.0,0.017712884937781653,0.015162299146484256,0.027621803194383066,3.1409952339498497e-09
746,0.13550646551724138,0.9865410497981157,0.0896551724137931,1.4275863008905851,0.010449975800795182,0.0221873182786417,0.011001997979499566,0.10517150362072064,0.010449976414184976
